latitude,longitude,current_rain_mm_hr,rain_48h_mm,soil_moisture_pct,forecast_severity,forecast_label,trigger_score,alert_level,alert_status
28.36139,93.46255,0.3,29.96,61.45,1,Light Rain,0.2109,0,Safe
23.75619,93.74519,39.91,491.02,92.99,1,Light Rain,0.6799,2,Warning
24.47334,95.00952,31.1,48.24,41.7,1,Light Rain,0.1847,0,Safe
27.33644,93.66302,6.98,25.04,37.47,0,Clear,0.1358,0,Safe
27.27651,88.26431,48.51,61.62,96.18,1,Light Rain,0.4087,1,Watch
26.34511,96.39597,1.01,299.5,87.04,2,Heavy Rain,0.5064,2,Warning
26.17694,93.3591,0.43,9.35,81.46,1,Light Rain,0.2544,1,Watch
27.20307,94.95221,0.38,8.16,72.42,2,Heavy Rain,0.259,1,Watch
24.23705,89.77552,12.71,52.29,60.91,0,Clear,0.2021,0,Safe
23.64699,90.7308,21.6,57.51,13.12,2,Heavy Rain,0.1618,0,Safe
26.94963,91.58337,0.43,267.03,21.01,1,Light Rain,0.2935,1,Watch
24.34826,92.93247,56.05,38.87,62.77,3,Extreme Storm,0.3724,1,Watch
26.86444,92.4816,1.43,44.15,28.19,1,Light Rain,0.157,0,Safe
24.44843,94.78117,84.66,87.0,67.78,0,Clear,0.3893,1,Watch
25.85622,88.0472,7.61,7.94,71.33,2,Heavy Rain,0.2254,0,Safe
25.33971,89.23929,8.65,12.43,11.67,2,Heavy Rain,0.1058,0,Safe
24.14674,90.1915,0.08,8.37,68.1,0,Clear,0.1739,0,Safe
28.42572,92.28647,1.85,99.95,68.17,0,Clear,0.2438,0,Safe
26.76731,97.06912,1.6,418.68,76.65,0,Clear,0.4906,1,Watch
23.4253,89.81347,0.68,493.41,34.34,2,Heavy Rain,0.4897,1,Watch
22.56523,92.23726,7.09,123.62,63.18,1,Light Rain,0.2872,1,Watch
21.78185,89.64714,1.78,359.06,39.01,1,Light Rain,0.3558,1,Watch
24.89007,89.68066,0.29,44.39,52.83,2,Heavy Rain,0.2711,1,Watch
28.57523,88.78256,0.51,67.04,29.22,2,Heavy Rain,0.1992,0,Safe
27.83697,91.4745,13.99,108.27,30.67,2,Heavy Rain,0.2343,0,Safe
24.89494,92.19357,116.73,519.3,89.2,1,Light Rain,0.7815,3,Critical
26.07078,94.55152,11.46,8.56,41.21,1,Light Rain,0.1724,0,Safe
26.3788,96.19633,5.16,74.3,78.7,0,Clear,0.2561,1,Watch
26.78255,94.46497,16.8,4.08,70.85,2,Heavy Rain,0.2135,0,Safe
29.33576,90.22283,56.52,70.09,72.55,1,Light Rain,0.316,1,Watch
23.67882,91.24946,61.24,17.9,53.06,1,Light Rain,0.3322,1,Watch
22.25117,94.06888,3.3,66.73,56.2,1,Light Rain,0.2387,0,Safe
27.84333,90.54056,28.81,7.67,23.59,2,Heavy Rain,0.1532,0,Safe
26.1642,90.51801,4.85,155.38,62.42,2,Heavy Rain,0.3195,1,Watch
28.01356,92.2873,40.12,133.03,89.37,1,Light Rain,0.3778,1,Watch
27.6174,92.59858,106.45,10.79,11.04,1,Light Rain,0.2246,0,Safe
21.77954,91.21378,0.04,216.64,95.03,2,Heavy Rain,0.4897,1,Watch
26.11412,96.33856,30.67,22.44,59.64,2,Heavy Rain,0.2746,1,Watch
26.81603,91.91023,50.38,205.63,81.24,1,Light Rain,0.4908,1,Watch
24.24433,90.04967,0.53,259.33,87.75,0,Clear,0.4582,1,Watch
27.74322,92.87871,116.62,34.46,34.53,0,Clear,0.2878,1,Watch
25.14523,94.37718,49.37,33.12,63.42,1,Light Rain,0.2444,0,Safe
25.66739,89.17574,0.1,48.04,20.81,3,Extreme Storm,0.2015,0,Safe
25.41323,97.14596,0.32,20.93,56.86,2,Heavy Rain,0.1905,0,Safe
25.61529,91.38879,15.19,248.35,84.74,3,Extreme Storm,0.5028,2,Warning
26.32263,96.78696,7.85,169.86,73.28,2,Heavy Rain,0.3829,1,Watch
26.2315,94.06741,2.16,149.56,90.2,1,Light Rain,0.4364,1,Watch
27.40481,90.8055,50.97,0.67,26.34,1,Light Rain,0.1975,0,Safe
25.49375,92.28692,45.41,147.9,73.84,0,Clear,0.3406,1,Watch
27.80214,91.93692,1.81,248.04,44.57,2,Heavy Rain,0.3715,1,Watch
24.66118,90.48004,9.09,24.18,63.94,1,Light Rain,0.2571,1,Watch
22.54062,97.31345,16.93,248.75,21.35,0,Clear,0.2956,1,Watch
26.31675,92.30348,1.66,32.72,31.31,0,Clear,0.066,0,Safe
29.14627,90.68132,2.14,64.07,95.13,2,Heavy Rain,0.4024,1,Watch
23.74422,91.75871,54.78,138.62,32.97,1,Light Rain,0.3909,1,Watch
29.09775,92.93122,17.37,356.52,42.21,0,Clear,0.4229,1,Watch
28.78688,89.26849,0.46,488.87,12.4,2,Heavy Rain,0.4824,1,Watch
21.74127,92.7281,0.49,423.81,36.05,2,Heavy Rain,0.4228,1,Watch
25.36887,91.59098,0.27,32.08,49.25,0,Clear,0.2126,0,Safe
26.97748,92.10777,1.56,180.93,56.59,1,Light Rain,0.279,1,Watch
26.49295,88.86567,12.65,67.45,32.13,2,Heavy Rain,0.2115,0,Safe
26.81133,90.50624,0.29,80.21,99.66,0,Clear,0.2845,1,Watch
24.9769,92.07716,2.11,237.05,44.86,2,Heavy Rain,0.3171,1,Watch
24.41637,92.48755,35.42,190.02,28.52,1,Light Rain,0.2901,1,Watch
23.05975,91.79542,2.42,96.24,45.29,2,Heavy Rain,0.2019,0,Safe
23.30232,93.70025,52.42,95.1,89.22,3,Extreme Storm,0.4463,1,Watch
25.87991,92.76891,143.71,31.44,50.76,2,Heavy Rain,0.4151,1,Watch
25.83311,96.37355,12.4,0.12,77.1,0,Clear,0.2749,1,Watch
25.75754,91.6806,0.42,278.11,46.82,1,Light Rain,0.4013,1,Watch
27.9476,91.24993,1.09,204.91,66.32,1,Light Rain,0.4394,1,Watch
25.53287,88.24624,29.72,453.39,77.21,1,Light Rain,0.5755,2,Warning
26.82688,94.9112,3.9,152.19,81.91,3,Extreme Storm,0.4139,1,Watch
26.13382,89.12566,16.08,487.69,26.02,0,Clear,0.4478,1,Watch
23.14372,92.24821,3.58,55.95,44.05,3,Extreme Storm,0.2023,0,Safe
21.60296,93.1989,40.95,421.14,19.43,3,Extreme Storm,0.4584,1,Watch
26.15549,94.02678,5.18,34.28,66.52,3,Extreme Storm,0.2339,0,Safe
28.49236,88.40077,0.99,20.66,89.24,2,Heavy Rain,0.3387,1,Watch
22.827,93.19116,0.35,24.71,79.38,1,Light Rain,0.2144,0,Safe
23.97637,93.38574,1.66,3.2,53.31,0,Clear,0.1782,0,Safe
23.17666,92.84531,43.32,56.11,50.33,2,Heavy Rain,0.2836,1,Watch
25.30004,93.11914,81.98,393.54,60.42,2,Heavy Rain,0.6169,2,Warning
22.64012,93.39578,0.6,355.98,85.95,1,Light Rain,0.4797,1,Watch
25.63854,91.43393,4.81,481.48,57.84,2,Heavy Rain,0.5479,2,Warning
24.73631,90.92801,69.42,122.96,76.22,0,Clear,0.3687,1,Watch
22.13601,88.60549,13.84,68.93,91.91,2,Heavy Rain,0.407,1,Watch
29.27357,97.08409,1.99,89.64,27.35,3,Extreme Storm,0.2248,0,Safe
28.84482,89.20197,110.52,64.1,95.94,1,Light Rain,0.5147,2,Warning
26.269,90.8043,113.43,155.95,72.28,2,Heavy Rain,0.5448,2,Warning
26.48151,91.47164,150.0,202.22,93.15,2,Heavy Rain,0.6438,2,Warning
25.9028,91.85416,56.56,600.0,96.84,0,Clear,0.7903,3,Critical
24.81757,94.4589,13.26,0.23,37.27,0,Clear,0.0894,0,Safe
25.91293,88.18889,0.28,223.6,93.86,2,Heavy Rain,0.4832,1,Watch
27.95238,93.42773,19.28,3.74,42.39,0,Clear,0.1698,0,Safe
22.06407,92.41124,3.0,21.37,17.47,3,Extreme Storm,0.103,0,Safe
23.03899,95.22439,0.02,246.46,51.26,3,Extreme Storm,0.3853,1,Watch
26.95281,91.37731,0.94,5.73,61.45,1,Light Rain,0.2155,0,Safe
26.36143,97.11267,6.86,33.18,39.55,1,Light Rain,0.1542,0,Safe
27.30821,90.61147,103.63,177.66,80.02,2,Heavy Rain,0.5527,2,Warning
26.33963,95.29724,4.77,110.12,74.23,2,Heavy Rain,0.3423,1,Watch
22.57219,88.71407,0.97,34.4,17.34,0,Clear,0.0529,0,Safe
26.30333,93.42766,37.76,21.55,20.19,0,Clear,0.1421,0,Safe
28.58727,92.74228,29.3,141.4,12.63,2,Heavy Rain,0.2431,0,Safe
22.76228,88.83684,5.31,107.63,70.23,2,Heavy Rain,0.315,1,Watch
24.40277,93.94958,0.46,252.88,74.2,0,Clear,0.316,1,Watch
29.01358,97.44398,66.62,77.23,97.59,2,Heavy Rain,0.4894,1,Watch
25.9825,97.06601,30.11,145.83,96.3,3,Extreme Storm,0.3918,1,Watch
22.41827,92.0259,1.37,2.74,40.37,0,Clear,0.1155,0,Safe
24.4521,93.80698,1.22,19.6,21.9,1,Light Rain,0.1038,0,Safe
25.51824,90.83524,81.81,239.45,69.68,3,Extreme Storm,0.5377,2,Warning
26.22477,90.68213,1.24,146.33,28.77,1,Light Rain,0.1493,0,Safe
28.53409,97.26117,51.87,61.52,83.0,1,Light Rain,0.385,1,Watch
27.20047,90.22706,33.08,26.55,36.29,2,Heavy Rain,0.2204,0,Safe
27.99421,91.14795,1.75,15.13,30.54,1,Light Rain,0.1282,0,Safe
27.48928,89.46056,29.47,91.06,56.07,2,Heavy Rain,0.2432,0,Safe
26.08225,96.99431,1.38,243.17,77.41,0,Clear,0.377,1,Watch
24.95588,95.17796,47.8,36.22,35.46,1,Light Rain,0.2634,1,Watch
27.51022,90.65705,10.85,203.71,86.56,1,Light Rain,0.3975,1,Watch
26.63851,92.21809,10.43,206.3,31.18,3,Extreme Storm,0.297,1,Watch
27.49661,95.37817,4.35,314.06,85.95,1,Light Rain,0.4822,1,Watch
26.77059,92.44503,2.12,99.44,75.81,2,Heavy Rain,0.3147,1,Watch
26.53854,91.50194,16.7,369.49,21.09,0,Clear,0.3614,1,Watch
25.81799,88.50929,13.23,58.2,71.86,3,Extreme Storm,0.3413,1,Watch
23.472,97.15632,45.99,65.15,26.4,0,Clear,0.1004,0,Safe
26.52949,92.93337,60.17,26.79,44.78,0,Clear,0.1361,0,Safe
28.1692,89.62574,1.45,218.1,23.49,0,Clear,0.1781,0,Safe
27.21264,88.41046,1.21,46.47,89.48,3,Extreme Storm,0.3748,1,Watch
25.52062,90.54102,38.87,155.73,19.25,2,Heavy Rain,0.2637,1,Watch
24.60171,91.07027,8.22,107.11,87.45,3,Extreme Storm,0.4234,1,Watch
25.74706,90.91897,4.76,18.79,55.46,0,Clear,0.1326,0,Safe
25.76905,95.14933,123.8,88.87,43.35,2,Heavy Rain,0.5231,2,Warning
23.90807,94.14225,31.16,263.37,40.16,1,Light Rain,0.3537,1,Watch
26.08198,93.15827,0.54,215.78,73.89,2,Heavy Rain,0.4069,1,Watch
28.98048,97.14844,38.86,79.08,78.39,1,Light Rain,0.3084,1,Watch
25.9519,91.16243,1.62,600.0,18.62,2,Heavy Rain,0.4992,1,Watch
24.63589,93.27685,41.65,68.52,72.67,3,Extreme Storm,0.4165,1,Watch
29.4721,88.9843,1.31,198.63,94.33,1,Light Rain,0.4019,1,Watch
22.24923,88.7523,24.22,57.8,63.68,3,Extreme Storm,0.2268,0,Safe
24.78465,94.40057,17.68,459.6,67.78,2,Heavy Rain,0.5919,2,Warning
22.50627,92.33505,1.79,222.26,44.3,3,Extreme Storm,0.3863,1,Watch
22.23543,91.47074,119.92,76.39,68.71,2,Heavy Rain,0.5185,2,Warning
26.88111,90.76442,36.21,102.63,79.35,1,Light Rain,0.4045,1,Watch
24.36965,92.1539,17.1,0.45,78.61,0,Clear,0.2326,0,Safe
26.74128,92.24859,48.17,19.76,45.76,2,Heavy Rain,0.3703,1,Watch
26.24504,91.34275,40.29,60.21,85.82,0,Clear,0.3312,1,Watch
26.08779,94.1927,1.01,30.46,10.27,0,Clear,0.0,0,Safe
22.20118,93.7243,20.7,477.11,28.83,1,Light Rain,0.4669,1,Watch
24.68895,89.56561,14.35,23.12,69.11,2,Heavy Rain,0.3236,1,Watch
26.75556,93.17045,31.04,40.36,38.71,2,Heavy Rain,0.187,0,Safe
25.2891,97.49459,19.0,135.78,50.66,2,Heavy Rain,0.3047,1,Watch
26.81878,90.10857,119.09,229.94,34.43,2,Heavy Rain,0.553,2,Warning
27.55669,95.18031,64.26,332.29,80.3,2,Heavy Rain,0.5735,2,Warning
25.89837,92.27275,9.49,29.27,49.59,2,Heavy Rain,0.2165,0,Safe
26.56758,90.60827,0.47,114.0,49.91,2,Heavy Rain,0.2995,1,Watch
26.70662,90.31163,27.29,121.06,56.54,1,Light Rain,0.2496,0,Safe
25.69452,89.4264,2.21,98.42,31.89,0,Clear,0.1485,0,Safe
25.86991,88.82574,11.44,14.91,75.54,2,Heavy Rain,0.2457,0,Safe
24.62132,92.11983,2.71,139.66,20.48,0,Clear,0.1381,0,Safe
25.53817,91.52486,0.25,519.24,28.9,3,Extreme Storm,0.5283,2,Warning
26.36684,92.75787,2.39,40.62,64.04,2,Heavy Rain,0.3002,1,Watch
22.76706,96.27197,44.63,487.84,43.14,2,Heavy Rain,0.5866,2,Warning
23.50926,88.60482,1.31,190.03,67.96,1,Light Rain,0.3095,1,Watch
26.18886,91.29498,2.49,3.6,48.62,2,Heavy Rain,0.2426,0,Safe
22.95921,92.64793,1.31,46.65,65.29,1,Light Rain,0.2544,1,Watch
22.7466,95.75817,1.05,0.76,53.55,1,Light Rain,0.0918,0,Safe
26.67778,90.83176,6.39,243.25,67.3,2,Heavy Rain,0.4413,1,Watch
25.9678,92.84999,0.88,21.87,66.84,1,Light Rain,0.2191,0,Safe
24.40488,91.00439,5.16,124.2,28.76,0,Clear,0.162,0,Safe
28.16673,97.27329,1.33,158.79,56.84,1,Light Rain,0.3311,1,Watch
23.99743,91.33653,1.08,41.47,48.65,0,Clear,0.1429,0,Safe
25.93333,91.6982,2.05,149.54,23.7,1,Light Rain,0.2315,0,Safe
26.13409,92.07331,1.05,599.4,11.11,0,Clear,0.4802,1,Watch
25.95797,88.50768,3.8,444.36,73.05,1,Light Rain,0.521,2,Warning
28.52958,88.30893,1.73,20.66,12.4,2,Heavy Rain,0.1322,0,Safe
22.59342,90.87435,78.38,512.23,10.91,3,Extreme Storm,0.6272,2,Warning
26.10361,89.66031,25.16,103.6,63.67,0,Clear,0.2887,1,Watch
29.02967,92.47195,0.88,161.65,65.62,1,Light Rain,0.3422,1,Watch
28.55688,96.34738,67.92,196.24,43.66,0,Clear,0.3114,1,Watch
24.72787,90.9495,1.55,470.34,55.96,0,Clear,0.4304,1,Watch
27.34531,95.24904,38.39,27.02,40.23,1,Light Rain,0.1655,0,Safe
24.58447,94.47383,24.6,19.71,18.03,1,Light Rain,0.2,0,Safe
28.16334,90.18051,32.88,12.31,73.69,1,Light Rain,0.2135,0,Safe
26.10643,93.25152,126.44,110.02,12.94,0,Clear,0.3693,1,Watch
24.91634,91.16127,2.45,31.07,64.72,1,Light Rain,0.2388,0,Safe
27.24606,92.52732,0.2,107.93,10.31,1,Light Rain,0.0964,0,Safe
27.20881,90.19078,56.9,26.24,75.89,1,Light Rain,0.2845,1,Watch
26.1449,91.38431,0.86,249.54,56.87,3,Extreme Storm,0.4084,1,Watch
23.93348,90.60726,16.34,598.96,21.44,1,Light Rain,0.5045,2,Warning
26.56158,93.40233,12.62,54.77,52.99,1,Light Rain,0.2392,0,Safe
25.86297,91.44875,1.7,132.57,77.97,1,Light Rain,0.2315,0,Safe
26.3831,89.65381,20.81,178.24,30.45,1,Light Rain,0.2554,1,Watch
26.47173,93.68334,31.84,379.73,41.02,3,Extreme Storm,0.4737,1,Watch
26.26691,92.64362,1.85,4.39,42.87,3,Extreme Storm,0.2643,1,Watch
28.25607,90.04496,0.77,82.56,20.0,1,Light Rain,0.156,0,Safe
24.52538,88.57457,1.95,13.93,84.79,0,Clear,0.2042,0,Safe
27.27253,94.11127,25.68,62.49,69.08,3,Extreme Storm,0.414,1,Watch
26.7338,91.24728,8.29,1.42,26.78,0,Clear,0.0643,0,Safe
29.06638,91.86242,18.12,46.22,49.47,1,Light Rain,0.2138,0,Safe
26.86616,91.2309,9.01,10.44,89.36,0,Clear,0.2562,1,Watch
27.04148,94.41738,36.01,142.79,85.51,1,Light Rain,0.4387,1,Watch
23.62971,92.36253,33.92,15.69,69.67,1,Light Rain,0.275,1,Watch
26.20693,90.84358,17.07,589.83,97.71,1,Light Rain,0.7561,3,Critical
26.26038,95.32719,1.8,30.05,62.36,2,Heavy Rain,0.2295,0,Safe
27.06337,92.10535,1.63,315.66,48.15,2,Heavy Rain,0.361,1,Watch
23.43983,94.45438,43.97,267.59,80.04,3,Extreme Storm,0.6155,2,Warning
22.25293,93.46956,12.97,16.64,17.63,1,Light Rain,0.0976,0,Safe
27.09848,91.33342,68.05,88.77,36.03,2,Heavy Rain,0.3531,1,Watch
27.89453,93.01397,11.61,495.02,73.39,1,Light Rain,0.5969,2,Warning
22.52419,90.11634,0.24,59.59,97.03,0,Clear,0.366,1,Watch
22.25457,94.29646,44.52,188.78,42.97,0,Clear,0.2956,1,Watch
28.07634,94.29144,1.81,9.81,18.79,1,Light Rain,0.111,0,Safe
28.04907,92.69107,10.51,6.14,38.86,2,Heavy Rain,0.1541,0,Safe
24.63146,90.6078,49.44,43.21,19.62,0,Clear,0.141,0,Safe
23.58683,93.85935,28.62,78.33,18.35,2,Heavy Rain,0.1822,0,Safe
22.05476,91.93574,77.1,60.21,80.62,2,Heavy Rain,0.4707,1,Watch
26.04852,91.76811,26.61,116.12,12.41,0,Clear,0.1896,0,Safe
24.66485,95.21194,21.34,14.53,74.96,0,Clear,0.2474,0,Safe
24.17975,91.38651,41.23,206.1,94.78,0,Clear,0.412,1,Watch
25.82731,89.50271,1.11,78.91,78.03,2,Heavy Rain,0.2902,1,Watch
26.89372,95.20509,1.61,330.17,96.87,1,Light Rain,0.4702,1,Watch
23.09053,90.73596,49.09,348.11,20.14,1,Light Rain,0.4119,1,Watch
26.75047,94.62006,0.56,182.33,29.14,0,Clear,0.1321,0,Safe
26.90695,90.89946,41.5,1.77,75.43,1,Light Rain,0.2764,1,Watch
23.44602,93.77923,0.48,236.23,29.42,2,Heavy Rain,0.2449,0,Safe
24.49674,95.3095,43.73,2.01,64.48,0,Clear,0.2557,1,Watch
26.22511,91.17787,28.75,600.0,48.26,3,Extreme Storm,0.6289,2,Warning
24.94684,88.57624,44.38,87.3,58.5,0,Clear,0.3567,1,Watch
23.9721,88.61672,105.65,84.49,19.14,2,Heavy Rain,0.3888,1,Watch
26.83299,90.94329,1.4,87.5,59.21,0,Clear,0.2051,0,Safe
25.70165,95.9113,1.36,210.69,68.68,0,Clear,0.331,1,Watch
28.83538,94.38063,1.32,13.64,44.51,1,Light Rain,0.1746,0,Safe
28.62058,90.07563,0.32,189.82,33.43,2,Heavy Rain,0.2389,0,Safe
22.58539,92.97652,0.32,88.38,69.3,0,Clear,0.2822,1,Watch
28.45434,96.6917,1.63,449.62,46.27,1,Light Rain,0.4477,1,Watch
28.01945,91.56466,1.28,74.38,90.16,1,Light Rain,0.2797,1,Watch
25.51815,93.1852,0.66,414.64,54.62,1,Light Rain,0.4691,1,Watch
26.12819,92.03837,0.65,16.7,93.04,3,Extreme Storm,0.2999,1,Watch
24.51171,92.54792,2.47,25.31,70.7,1,Light Rain,0.2573,1,Watch
21.64114,95.91738,89.98,64.23,25.13,3,Extreme Storm,0.3693,1,Watch
24.45204,91.58472,56.24,48.66,23.49,1,Light Rain,0.1922,0,Safe
23.82152,92.31777,0.84,154.41,95.4,2,Heavy Rain,0.4478,1,Watch
24.32925,95.59937,0.13,166.47,66.21,1,Light Rain,0.3383,1,Watch
25.34168,94.04334,0.85,15.33,67.72,0,Clear,0.1681,0,Safe
26.99424,90.61627,140.91,404.58,39.58,0,Clear,0.6251,2,Warning
29.18261,95.00284,0.77,405.55,87.35,1,Light Rain,0.4701,1,Watch
25.62172,93.19799,2.21,14.46,37.71,3,Extreme Storm,0.2273,0,Safe
28.5642,88.81805,37.28,33.99,62.05,0,Clear,0.1816,0,Safe
22.04166,89.59483,18.39,170.55,57.96,2,Heavy Rain,0.361,1,Watch
28.41848,97.37918,1.49,245.38,99.88,1,Light Rain,0.4767,1,Watch
24.66434,93.57424,1.56,0.97,50.54,2,Heavy Rain,0.2098,0,Safe
26.76841,90.9638,79.67,297.85,40.65,0,Clear,0.4951,1,Watch
28.35278,94.77393,45.7,226.59,46.72,0,Clear,0.3123,1,Watch
24.33754,93.24001,10.55,9.05,74.57,0,Clear,0.2264,0,Safe
21.97912,91.36347,0.84,45.16,11.73,0,Clear,0.0,0,Safe
26.64367,93.00333,1.68,142.15,32.41,0,Clear,0.1581,0,Safe
28.46207,89.86151,79.72,148.13,53.35,0,Clear,0.3529,1,Watch
26.17402,93.49842,1.22,134.59,78.23,1,Light Rain,0.3834,1,Watch
29.14675,90.9538,50.52,235.08,55.29,1,Light Rain,0.4115,1,Watch
25.61436,92.85045,1.94,600.0,67.87,3,Extreme Storm,0.7094,2,Warning
27.9368,90.93001,1.7,12.14,15.98,3,Extreme Storm,0.1147,0,Safe
23.77071,90.38612,1.2,11.42,33.43,1,Light Rain,0.1132,0,Safe
23.40973,91.00649,44.48,100.0,44.59,0,Clear,0.2188,0,Safe
26.41582,92.53307,0.93,36.3,15.19,3,Extreme Storm,0.124,0,Safe
26.79914,92.88811,2.41,119.08,57.88,1,Light Rain,0.2244,0,Safe
28.21005,91.82335,0.25,135.59,61.01,3,Extreme Storm,0.3188,1,Watch
24.63508,97.37636,0.2,229.59,92.03,1,Light Rain,0.4985,1,Watch
22.05996,96.67728,13.84,303.49,54.04,3,Extreme Storm,0.4581,1,Watch
25.58426,93.72806,0.37,39.5,66.75,1,Light Rain,0.1731,0,Safe
26.69757,89.01642,10.19,18.13,83.62,2,Heavy Rain,0.2838,1,Watch
23.3996,90.92892,57.78,484.27,87.33,1,Light Rain,0.7115,2,Warning
25.64066,94.62681,41.88,47.02,17.66,0,Clear,0.1172,0,Safe
27.24161,90.43423,22.67,162.35,50.47,2,Heavy Rain,0.3984,1,Watch
26.40289,94.0858,8.42,27.43,33.33,0,Clear,0.1568,0,Safe
26.79665,93.32683,10.01,87.1,31.03,1,Light Rain,0.1779,0,Safe
29.3918,96.02734,29.93,26.24,77.15,3,Extreme Storm,0.334,1,Watch
25.43821,93.92971,76.7,93.08,94.05,1,Light Rain,0.4203,1,Watch
28.65444,92.84479,46.51,6.52,93.18,0,Clear,0.3225,1,Watch
28.3364,92.07273,0.81,54.96,70.77,0,Clear,0.2315,0,Safe
22.15733,92.27215,1.72,210.65,18.5,0,Clear,0.2431,0,Safe
26.29876,91.31894,1.92,6.12,31.4,1,Light Rain,0.1334,0,Safe
28.38683,89.62174,103.95,176.4,60.08,0,Clear,0.427,1,Watch
27.85683,96.94502,81.39,29.72,59.17,2,Heavy Rain,0.425,1,Watch
26.23175,90.37267,22.92,113.43,24.91,2,Heavy Rain,0.2755,1,Watch
22.86301,90.98543,9.64,188.83,36.08,0,Clear,0.2047,0,Safe
23.28512,89.41075,0.55,3.73,13.33,1,Light Rain,0.0667,0,Safe
26.90523,91.5432,1.04,28.4,75.52,1,Light Rain,0.2692,1,Watch
27.21947,94.75611,110.03,17.55,53.78,1,Light Rain,0.3751,1,Watch
27.70821,95.18138,0.63,17.83,13.51,1,Light Rain,0.0397,0,Safe
21.84659,90.11306,38.88,216.21,34.13,3,Extreme Storm,0.4013,1,Watch
26.50945,96.10116,11.86,28.81,87.78,3,Extreme Storm,0.3314,1,Watch
25.57793,96.23766,2.03,4.37,39.54,1,Light Rain,0.141,0,Safe
29.07391,94.06195,9.28,453.95,72.82,1,Light Rain,0.4815,1,Watch
25.55839,89.17461,0.95,113.09,64.04,1,Light Rain,0.2348,0,Safe
28.19354,92.55653,1.45,28.33,56.19,1,Light Rain,0.279,1,Watch
25.24369,97.02508,5.91,96.29,38.35,0,Clear,0.1529,0,Safe
22.77511,97.22135,1.29,90.87,99.23,1,Light Rain,0.3887,1,Watch
28.9579,93.32245,26.83,65.21,36.96,1,Light Rain,0.2089,0,Safe
25.54672,92.36912,50.4,536.39,72.23,1,Light Rain,0.6074,2,Warning
25.95437,95.11279,0.29,210.85,78.2,1,Light Rain,0.3267,1,Watch
23.15291,91.46053,0.8,121.4,37.21,3,Extreme Storm,0.2436,0,Safe
25.82237,93.13389,6.13,38.66,60.67,2,Heavy Rain,0.3402,1,Watch
26.27884,94.99265,37.24,28.05,40.61,2,Heavy Rain,0.2397,0,Safe
27.54909,93.27833,4.49,339.36,42.87,3,Extreme Storm,0.4481,1,Watch
26.9369,91.13924,5.4,34.73,69.67,2,Heavy Rain,0.3003,1,Watch
25.55201,90.99296,1.46,370.81,35.28,3,Extreme Storm,0.458,1,Watch
26.88196,90.81771,1.18,7.43,20.31,2,Heavy Rain,0.159,0,Safe
25.59385,92.87635,47.73,67.57,74.79,0,Clear,0.2905,1,Watch
25.1891,94.05711,0.78,7.83,31.93,0,Clear,0.039,0,Safe
26.87711,89.85401,1.54,51.04,36.78,0,Clear,0.0908,0,Safe
29.45892,94.63569,1.17,65.31,16.3,1,Light Rain,0.0583,0,Safe
26.07827,95.51869,0.16,199.04,74.02,1,Light Rain,0.3305,1,Watch
25.71431,95.75257,6.23,33.35,76.53,2,Heavy Rain,0.1416,0,Safe
23.78499,92.02531,13.61,226.18,30.85,1,Light Rain,0.3129,1,Watch
26.28509,91.56422,1.77,37.09,80.93,2,Heavy Rain,0.3195,1,Watch
26.33057,93.72742,48.79,95.8,61.34,3,Extreme Storm,0.3595,1,Watch
25.43024,93.11954,19.47,113.22,15.26,0,Clear,0.091,0,Safe
24.53682,91.72103,23.63,142.68,88.81,0,Clear,0.4176,1,Watch
23.55128,93.94382,1.54,84.78,55.05,3,Extreme Storm,0.3354,1,Watch
26.02958,94.21671,18.42,500.51,31.84,0,Clear,0.4337,1,Watch
25.10071,93.12281,4.12,51.33,56.42,0,Clear,0.1551,0,Safe
26.80495,93.95621,14.13,108.64,14.39,1,Light Rain,0.1668,0,Safe
23.9928,90.0268,1.31,93.93,29.12,0,Clear,0.08,0,Safe
23.43894,95.47617,1.34,51.74,79.39,2,Heavy Rain,0.3136,1,Watch
23.57062,90.56595,16.45,198.0,18.51,2,Heavy Rain,0.2243,0,Safe
25.56363,92.92315,15.63,393.05,25.56,0,Clear,0.2564,1,Watch
28.10758,90.49605,12.46,95.61,75.64,1,Light Rain,0.2744,1,Watch
24.07181,91.5504,20.15,600.0,30.41,0,Clear,0.469,1,Watch
24.09262,96.40903,27.24,75.64,26.04,0,Clear,0.2332,0,Safe
27.85533,93.04236,10.27,65.52,88.1,1,Light Rain,0.3814,1,Watch
25.91365,90.83283,1.75,87.25,33.73,2,Heavy Rain,0.1674,0,Safe
26.71045,91.78355,0.31,439.72,31.55,1,Light Rain,0.4018,1,Watch
26.83218,91.25192,1.52,89.38,75.09,2,Heavy Rain,0.2902,1,Watch
24.20025,89.25767,9.68,39.55,47.84,2,Heavy Rain,0.3023,1,Watch
26.87764,92.43905,43.91,35.54,17.95,3,Extreme Storm,0.1689,0,Safe
23.77422,96.63565,40.39,107.58,21.06,2,Heavy Rain,0.2769,1,Watch
22.84504,91.36454,1.93,73.42,22.8,0,Clear,0.1603,0,Safe
26.79021,92.68168,0.6,152.61,43.26,2,Heavy Rain,0.2557,1,Watch
27.51449,90.01395,1.77,228.79,59.48,0,Clear,0.3051,1,Watch
23.79491,92.30193,1.55,24.92,10.78,0,Clear,0.0882,0,Safe
