latitude,longitude,slope_degrees,elevation_m,land_use_code,land_use_label,soil_code,soil_label,susceptibility_score,is_susceptible
24.65258,88.2596,21.9,797.0,1,Agriculture,2,Alluvial,0.2875,0
24.30386,90.75571,18.41,955.9,1,Agriculture,1,Laterite,0.2976,0
25.49425,91.38789,11.85,902.4,0,Dense Forest,4,Shale,0.4094,0
28.10644,96.74031,49.75,1702.1,1,Agriculture,4,Shale,0.5502,1
27.08898,92.36085,41.54,1197.7,1,Agriculture,1,Laterite,0.3524,0
24.8879,89.24288,15.74,764.9,1,Agriculture,3,Colluvial,0.3459,0
26.92064,90.69946,19.35,1353.0,2,Degraded Forest,4,Shale,0.5119,0
28.08816,91.21528,34.93,1580.1,2,Degraded Forest,1,Laterite,0.3861,0
26.18841,92.44579,40.16,1147.7,3,Urban,1,Laterite,0.444,0
22.21693,96.00981,13.47,50.0,0,Dense Forest,1,Laterite,0.1356,0
25.42585,91.43856,28.07,1228.5,0,Dense Forest,3,Colluvial,0.4438,0
28.85573,93.11492,50.51,1998.7,0,Dense Forest,2,Alluvial,0.4097,0
28.4902,94.05228,33.31,1919.8,4,Barren,3,Colluvial,0.6422,1
24.47174,94.45448,20.69,633.2,3,Urban,3,Colluvial,0.4287,0
28.83591,91.52043,44.27,1774.5,4,Barren,1,Laterite,0.6019,1
25.88159,91.1776,29.19,980.9,0,Dense Forest,1,Laterite,0.3733,0
22.64895,91.76851,12.29,163.6,2,Degraded Forest,0,Granite/Gneiss,0.1943,0
26.28194,91.56718,38.59,1232.9,2,Degraded Forest,0,Granite/Gneiss,0.3552,0
21.83787,90.9947,20.41,50.0,2,Degraded Forest,0,Granite/Gneiss,0.2115,0
23.52199,93.376,29.24,724.3,2,Degraded Forest,1,Laterite,0.3394,0
24.31691,88.3474,24.34,501.3,1,Agriculture,3,Colluvial,0.3359,0
27.27466,94.15779,22.57,1336.7,2,Degraded Forest,1,Laterite,0.3513,0
25.15948,91.22436,28.81,469.6,3,Urban,2,Alluvial,0.5137,0
25.34551,90.96806,20.05,1326.8,0,Dense Forest,1,Laterite,0.1816,0
24.89029,91.52518,11.5,994.5,4,Barren,2,Alluvial,0.5505,1
25.37242,96.8428,27.32,988.5,1,Agriculture,3,Colluvial,0.4532,0
25.22426,88.40663,29.78,800.3,2,Degraded Forest,1,Laterite,0.3278,0
24.10936,97.16615,37.57,474.0,2,Degraded Forest,1,Laterite,0.3771,0
23.97374,93.61444,14.63,616.5,2,Degraded Forest,3,Colluvial,0.3961,0
27.90814,94.51839,44.45,1602.3,1,Agriculture,2,Alluvial,0.4193,0
27.86023,88.64064,26.06,1485.1,2,Degraded Forest,0,Granite/Gneiss,0.3728,0
26.79685,88.49121,45.02,1398.0,0,Dense Forest,3,Colluvial,0.4242,0
28.7968,94.26265,36.76,2112.9,4,Barren,1,Laterite,0.5058,0
26.42295,95.47856,30.78,993.0,0,Dense Forest,1,Laterite,0.1922,0
27.88989,93.25364,36.39,1585.0,0,Dense Forest,1,Laterite,0.3201,0
24.15639,90.8315,31.03,1045.9,4,Barren,2,Alluvial,0.5717,1
28.85494,95.86503,30.98,1692.7,0,Dense Forest,3,Colluvial,0.4196,0
24.42295,96.24816,24.54,729.9,0,Dense Forest,3,Colluvial,0.2714,0
23.84822,89.77451,18.68,720.6,3,Urban,4,Shale,0.5271,0
26.75374,89.48289,52.29,1417.3,0,Dense Forest,1,Laterite,0.3848,0
27.40842,91.13011,28.48,1639.3,0,Dense Forest,4,Shale,0.3904,0
29.17672,91.51338,23.13,1849.1,0,Dense Forest,3,Colluvial,0.3663,0
25.38923,92.8342,43.14,816.1,3,Urban,1,Laterite,0.4884,0
24.3804,90.84917,29.73,860.2,0,Dense Forest,4,Shale,0.4558,0
22.22616,92.00856,11.42,70.0,2,Degraded Forest,2,Alluvial,0.2924,0
26.70531,92.20367,34.26,1337.6,1,Agriculture,2,Alluvial,0.4201,0
21.99858,91.69876,10.46,227.6,0,Dense Forest,0,Granite/Gneiss,0.0146,0
22.29571,89.63425,3.0,289.6,0,Dense Forest,3,Colluvial,0.1506,0
26.45187,95.19915,32.26,1197.7,4,Barren,0,Granite/Gneiss,0.3831,0
26.26669,93.8567,31.5,1372.9,1,Agriculture,1,Laterite,0.3305,0
26.19614,92.66471,35.33,1280.2,0,Dense Forest,4,Shale,0.5093,0
23.83952,91.1612,15.99,765.3,0,Dense Forest,1,Laterite,0.1796,0
26.31454,88.02425,26.86,1090.5,1,Agriculture,1,Laterite,0.2616,0
24.75542,90.35857,24.2,504.1,1,Agriculture,4,Shale,0.5353,0
23.6227,93.01046,15.11,498.2,0,Dense Forest,1,Laterite,0.1626,0
26.62677,96.64828,43.32,1340.7,0,Dense Forest,1,Laterite,0.319,0
26.7585,96.03685,41.51,1289.6,3,Urban,3,Colluvial,0.5664,1
25.92641,89.02762,27.47,1009.4,1,Agriculture,0,Granite/Gneiss,0.2034,0
27.29677,91.82268,41.01,1448.6,0,Dense Forest,4,Shale,0.5791,1
25.67633,93.15509,20.75,986.2,0,Dense Forest,1,Laterite,0.2617,0
27.96702,90.58879,35.56,1564.8,1,Agriculture,3,Colluvial,0.4872,0
24.63027,89.91446,38.45,406.5,0,Dense Forest,1,Laterite,0.2584,0
23.10734,91.06043,26.19,615.1,0,Dense Forest,1,Laterite,0.247,0
24.37521,95.40427,28.09,869.5,2,Degraded Forest,0,Granite/Gneiss,0.2171,0
22.54951,96.09636,16.07,758.6,1,Agriculture,0,Granite/Gneiss,0.1537,0
24.41889,91.0936,25.61,614.4,1,Agriculture,2,Alluvial,0.3751,0
24.95292,94.66357,16.2,776.3,2,Degraded Forest,2,Alluvial,0.38,0
28.52453,91.70665,38.75,1715.4,3,Urban,3,Colluvial,0.556,1
24.54192,89.94237,29.42,777.6,0,Dense Forest,0,Granite/Gneiss,0.2157,0
26.84784,94.25372,34.84,1619.2,0,Dense Forest,1,Laterite,0.2988,0
27.88276,91.95347,38.72,1454.5,0,Dense Forest,1,Laterite,0.2641,0
25.9121,97.37953,26.31,1062.0,4,Barren,1,Laterite,0.4365,0
26.52817,97.42663,26.59,1118.9,2,Degraded Forest,1,Laterite,0.3124,0
29.16606,92.04227,35.75,2129.6,0,Dense Forest,1,Laterite,0.2975,0
21.73973,91.00262,13.88,251.4,0,Dense Forest,1,Laterite,0.11,0
25.24194,90.23953,34.91,1256.1,2,Degraded Forest,3,Colluvial,0.5512,1
27.29973,96.98304,29.88,1988.0,0,Dense Forest,3,Colluvial,0.3912,0
25.96016,92.70604,32.05,951.0,2,Degraded Forest,1,Laterite,0.424,0
24.15386,88.90783,25.08,912.8,4,Barren,0,Granite/Gneiss,0.3615,0
28.20965,91.21397,47.6,1558.3,0,Dense Forest,2,Alluvial,0.4389,0
26.73897,92.29997,34.75,1141.2,0,Dense Forest,4,Shale,0.5135,0
23.73273,93.24372,11.47,309.1,0,Dense Forest,0,Granite/Gneiss,0.1279,0
23.85306,95.48919,40.82,1055.1,0,Dense Forest,3,Colluvial,0.4418,0
23.18424,89.27078,29.09,679.4,2,Degraded Forest,2,Alluvial,0.3869,0
28.36615,90.99749,44.61,1599.8,0,Dense Forest,2,Alluvial,0.4347,0
28.39116,94.26293,36.24,1774.9,1,Agriculture,4,Shale,0.5323,0
27.28787,88.51126,34.15,1040.5,1,Agriculture,4,Shale,0.5043,0
23.8067,90.71629,12.27,600.1,4,Barren,1,Laterite,0.2531,0
22.04681,95.05771,14.38,70.6,1,Agriculture,3,Colluvial,0.26,0
23.42238,90.32315,23.61,821.6,0,Dense Forest,3,Colluvial,0.3569,0
26.62615,91.92078,34.02,1555.9,0,Dense Forest,2,Alluvial,0.4281,0
26.85938,93.1427,49.12,1484.0,2,Degraded Forest,3,Colluvial,0.6092,1
23.28409,90.64832,27.06,690.9,0,Dense Forest,4,Shale,0.428,0
27.39203,92.22481,44.88,1295.7,0,Dense Forest,2,Alluvial,0.4171,0
21.58155,91.83449,19.63,261.7,4,Barren,4,Shale,0.5431,0
29.25603,93.47912,45.39,1569.2,0,Dense Forest,3,Colluvial,0.4165,0
22.14156,88.66494,21.04,50.0,0,Dense Forest,2,Alluvial,0.2422,0
26.99077,90.62967,19.72,1314.3,3,Urban,3,Colluvial,0.4336,0
27.29785,88.85069,34.66,1510.6,0,Dense Forest,3,Colluvial,0.4191,0
24.32524,88.04921,14.41,855.3,0,Dense Forest,2,Alluvial,0.2692,0
26.16382,89.01027,23.05,898.0,0,Dense Forest,2,Alluvial,0.2783,0
21.60365,92.55772,24.94,50.0,2,Degraded Forest,3,Colluvial,0.4199,0
26.81937,96.1281,26.34,1206.5,4,Barren,3,Colluvial,0.5889,1
29.05017,91.46808,32.72,1623.5,2,Degraded Forest,1,Laterite,0.3608,0
27.75617,89.80578,41.58,1630.0,0,Dense Forest,0,Granite/Gneiss,0.311,0
28.20824,93.08893,39.61,1406.8,0,Dense Forest,2,Alluvial,0.3985,0
26.31987,97.12199,36.64,1573.3,1,Agriculture,2,Alluvial,0.4028,0
27.6362,93.58419,52.06,1553.1,2,Degraded Forest,0,Granite/Gneiss,0.3146,0
22.72344,91.90479,24.17,345.9,2,Degraded Forest,3,Colluvial,0.4044,0
27.10065,91.19273,23.6,1130.7,2,Degraded Forest,4,Shale,0.5051,0
26.29449,90.38281,40.44,914.5,4,Barren,2,Alluvial,0.5967,1
25.99829,90.77838,30.11,1047.9,0,Dense Forest,4,Shale,0.5431,0
23.75498,88.66217,24.8,491.6,0,Dense Forest,3,Colluvial,0.3569,0
24.77286,92.93014,14.05,490.0,3,Urban,1,Laterite,0.3521,0
23.28001,91.007,25.7,774.8,0,Dense Forest,3,Colluvial,0.3286,0
26.18938,94.21599,22.17,934.1,1,Agriculture,2,Alluvial,0.2428,0
25.80338,94.733,35.41,1138.8,1,Agriculture,4,Shale,0.5409,0
26.03533,91.06908,26.22,1208.9,1,Agriculture,1,Laterite,0.3533,0
24.37723,88.52415,31.57,423.6,0,Dense Forest,0,Granite/Gneiss,0.2037,0
26.71004,93.17274,24.18,1195.3,4,Barren,1,Laterite,0.4454,0
24.57479,91.89731,14.04,509.9,0,Dense Forest,0,Granite/Gneiss,0.1253,0
25.0909,96.30323,24.13,989.5,1,Agriculture,1,Laterite,0.2723,0
24.20125,92.93654,27.26,720.3,0,Dense Forest,1,Laterite,0.2596,0
28.2507,95.15245,31.15,1603.5,3,Urban,2,Alluvial,0.511,0
25.21139,93.04811,30.55,771.0,0,Dense Forest,2,Alluvial,0.3423,0
25.97095,96.89703,38.76,1342.2,3,Urban,0,Granite/Gneiss,0.3515,0
27.30624,93.67759,26.18,1330.8,0,Dense Forest,3,Colluvial,0.3613,0
22.41131,91.50755,20.06,50.0,1,Agriculture,1,Laterite,0.1998,0
26.5018,90.7758,38.08,1036.5,2,Degraded Forest,0,Granite/Gneiss,0.3303,0
25.70887,89.01791,29.24,645.6,0,Dense Forest,3,Colluvial,0.3351,0
28.36674,96.78591,40.09,1514.1,1,Agriculture,0,Granite/Gneiss,0.3393,0
28.23205,93.82353,28.97,1432.9,2,Degraded Forest,1,Laterite,0.3405,0
22.79993,90.75763,23.37,531.4,0,Dense Forest,0,Granite/Gneiss,0.1706,0
22.30697,92.81988,18.52,396.0,4,Barren,4,Shale,0.6287,1
24.28181,95.58328,26.64,768.4,0,Dense Forest,3,Colluvial,0.3271,0
27.9446,94.48434,55.68,1739.5,2,Degraded Forest,0,Granite/Gneiss,0.3996,0
23.34174,92.99738,20.25,278.7,3,Urban,2,Alluvial,0.3423,0
26.0367,88.7411,34.59,1184.4,1,Agriculture,1,Laterite,0.3662,0
22.83512,88.26489,30.31,112.8,0,Dense Forest,1,Laterite,0.2014,0
26.71073,96.17989,34.15,1177.0,0,Dense Forest,1,Laterite,0.2665,0
25.65206,93.14716,24.84,1102.5,4,Barren,3,Colluvial,0.579,1
24.52963,92.09116,29.55,675.3,2,Degraded Forest,0,Granite/Gneiss,0.3269,0
24.61017,92.48335,21.18,1126.4,1,Agriculture,3,Colluvial,0.5424,0
26.10765,96.27746,41.87,1067.1,0,Dense Forest,4,Shale,0.4604,0
21.667,90.85462,19.74,297.7,0,Dense Forest,2,Alluvial,0.1407,0
29.25601,92.45197,37.2,1792.2,2,Degraded Forest,4,Shale,0.5836,1
26.1959,89.337,22.63,1182.9,4,Barren,4,Shale,0.5868,1
26.17151,95.09275,33.77,1078.1,0,Dense Forest,3,Colluvial,0.4133,0
28.26114,89.79119,42.4,1656.7,3,Urban,2,Alluvial,0.5333,0
28.57455,92.92136,31.57,2037.1,0,Dense Forest,3,Colluvial,0.4493,0
26.67198,91.36467,40.68,1572.3,3,Urban,4,Shale,0.6027,1
26.38983,94.19522,38.66,1102.8,1,Agriculture,3,Colluvial,0.492,0
25.46968,91.31376,32.62,947.4,2,Degraded Forest,1,Laterite,0.4964,0
23.80212,90.63168,29.7,628.1,4,Barren,3,Colluvial,0.5546,1
24.3564,94.17824,17.79,871.1,2,Degraded Forest,4,Shale,0.4537,0
26.10283,89.39211,24.81,1506.5,4,Barren,2,Alluvial,0.4897,0
26.78361,91.93487,32.74,1546.0,0,Dense Forest,3,Colluvial,0.4034,0
21.5507,90.56371,10.11,58.1,4,Barren,2,Alluvial,0.4087,0
26.81675,92.64536,38.96,1376.9,3,Urban,0,Granite/Gneiss,0.3688,0
23.86288,89.55938,30.3,676.8,0,Dense Forest,1,Laterite,0.2612,0
23.21683,96.54539,15.81,365.1,1,Agriculture,1,Laterite,0.1304,0
28.28524,88.33485,33.5,1829.4,4,Barren,3,Colluvial,0.5554,1
25.93719,88.41098,38.48,595.6,0,Dense Forest,2,Alluvial,0.3361,0
23.85709,94.44214,15.98,831.6,1,Agriculture,0,Granite/Gneiss,0.1075,0
25.02457,91.86367,25.93,975.4,2,Degraded Forest,0,Granite/Gneiss,0.3014,0
23.80034,89.65243,15.55,256.3,0,Dense Forest,1,Laterite,0.1947,0
26.37667,93.59624,28.55,988.9,3,Urban,3,Colluvial,0.5433,0
26.52988,94.5329,21.81,818.5,1,Agriculture,0,Granite/Gneiss,0.1817,0
27.41892,91.22678,47.45,1771.1,0,Dense Forest,1,Laterite,0.3839,0
25.5866,93.66268,38.42,821.2,2,Degraded Forest,4,Shale,0.5384,0
25.59805,94.27993,23.91,1204.1,1,Agriculture,2,Alluvial,0.3024,0
26.91254,91.85776,39.0,1507.0,3,Urban,3,Colluvial,0.6077,1
21.84178,93.79361,4.8,152.8,2,Degraded Forest,2,Alluvial,0.1809,0
29.06118,91.55726,48.33,1668.4,1,Agriculture,1,Laterite,0.342,0
29.48034,93.4634,37.85,1998.1,2,Degraded Forest,1,Laterite,0.3934,0
24.95052,90.49248,37.68,919.5,3,Urban,2,Alluvial,0.5544,1
25.76283,91.19895,35.07,1246.4,4,Barren,2,Alluvial,0.6049,1
28.00507,90.59316,36.47,1329.0,2,Degraded Forest,2,Alluvial,0.4048,0
21.89197,88.7765,13.2,392.7,1,Agriculture,3,Colluvial,0.2677,0
23.63885,93.98007,24.18,850.8,1,Agriculture,2,Alluvial,0.3078,0
25.01054,91.54808,20.77,838.5,3,Urban,0,Granite/Gneiss,0.3932,0
28.82093,91.85162,51.45,1556.0,3,Urban,3,Colluvial,0.6963,1
23.60285,92.04618,25.33,476.5,0,Dense Forest,1,Laterite,0.2171,0
26.45535,90.63359,41.3,1086.9,2,Degraded Forest,4,Shale,0.5418,0
22.52149,88.94097,3.0,293.7,1,Agriculture,4,Shale,0.3446,0
22.12342,88.24983,17.47,92.6,0,Dense Forest,1,Laterite,0.1648,0
28.4384,95.8618,43.0,1752.4,2,Degraded Forest,4,Shale,0.5893,1
22.71509,93.67738,19.53,500.7,0,Dense Forest,4,Shale,0.3429,0
29.20921,89.6227,44.09,1762.8,2,Degraded Forest,4,Shale,0.6748,1
21.53318,88.57965,12.56,50.0,0,Dense Forest,3,Colluvial,0.3002,0
24.40168,89.85833,43.94,841.5,0,Dense Forest,4,Shale,0.4821,0
25.24151,93.09205,30.98,646.8,0,Dense Forest,3,Colluvial,0.5006,0
23.57869,97.00911,23.77,617.6,1,Agriculture,4,Shale,0.444,0
21.52431,90.59889,22.58,119.8,0,Dense Forest,3,Colluvial,0.3908,0
26.30095,96.34522,28.53,1114.4,3,Urban,4,Shale,0.5129,0
26.67056,91.45196,24.09,1392.3,0,Dense Forest,2,Alluvial,0.2956,0
27.33252,91.24304,44.13,1485.0,3,Urban,3,Colluvial,0.5209,0
28.32864,90.89133,37.94,1714.0,1,Agriculture,4,Shale,0.5273,0
24.20684,92.5167,36.04,873.2,4,Barren,2,Alluvial,0.6008,1
27.17527,92.91884,46.67,1294.4,0,Dense Forest,0,Granite/Gneiss,0.3498,0
26.43362,93.03871,14.92,1124.7,0,Dense Forest,0,Granite/Gneiss,0.1024,0
28.66264,93.80986,42.44,1927.0,2,Degraded Forest,4,Shale,0.6285,1
27.82838,91.23532,47.34,1652.3,2,Degraded Forest,4,Shale,0.6215,1
26.43139,93.84329,19.45,1115.6,1,Agriculture,2,Alluvial,0.3403,0
22.71235,95.14038,22.47,50.0,0,Dense Forest,4,Shale,0.3441,0
24.20142,91.84447,30.39,786.2,1,Agriculture,1,Laterite,0.3204,0
26.04278,88.58852,31.6,1219.3,0,Dense Forest,0,Granite/Gneiss,0.122,0
28.04742,95.02307,39.17,1330.7,1,Agriculture,3,Colluvial,0.4764,0
25.08839,92.09699,38.04,737.7,1,Agriculture,1,Laterite,0.4666,0
27.42051,92.0926,25.25,1350.5,2,Degraded Forest,1,Laterite,0.2793,0
24.35555,93.84935,32.36,833.0,4,Barren,3,Colluvial,0.6201,1
24.66017,95.41255,30.52,1307.8,0,Dense Forest,1,Laterite,0.251,0
28.04298,92.03403,49.95,1795.7,2,Degraded Forest,3,Colluvial,0.5045,0
25.94908,91.04982,24.1,799.4,0,Dense Forest,1,Laterite,0.2544,0
24.80549,94.67414,39.21,756.5,0,Dense Forest,4,Shale,0.4567,0
21.73505,96.93436,4.77,134.0,2,Degraded Forest,3,Colluvial,0.3172,0
26.62641,91.38258,31.58,1353.9,3,Urban,3,Colluvial,0.5894,1
23.92409,90.68849,14.78,482.9,4,Barren,1,Laterite,0.3726,0
25.23781,92.74216,34.81,1057.9,3,Urban,4,Shale,0.6995,1
26.74237,95.90704,28.56,1176.9,0,Dense Forest,0,Granite/Gneiss,0.1323,0
22.00049,88.36407,25.95,329.2,0,Dense Forest,1,Laterite,0.1812,0
24.73918,89.86012,13.64,844.0,3,Urban,0,Granite/Gneiss,0.2617,0
24.87893,90.96839,24.11,1269.3,1,Agriculture,4,Shale,0.5753,1
22.91371,93.30181,34.59,613.9,0,Dense Forest,4,Shale,0.3589,0
22.96173,90.55074,14.4,691.7,1,Agriculture,4,Shale,0.4083,0
26.33859,91.18461,41.62,977.2,4,Barren,3,Colluvial,0.7296,1
27.32922,93.56394,42.43,1305.2,3,Urban,0,Granite/Gneiss,0.403,0
26.14123,95.63446,21.94,1209.7,1,Agriculture,4,Shale,0.5696,1
27.89535,94.39991,40.67,1292.3,4,Barren,2,Alluvial,0.5393,0
22.01581,91.84742,29.16,425.1,3,Urban,1,Laterite,0.3529,0
26.83964,90.36566,31.74,1327.5,0,Dense Forest,1,Laterite,0.249,0
25.37814,93.86235,24.02,1192.6,0,Dense Forest,1,Laterite,0.23,0
25.45122,89.52299,32.44,1085.5,2,Degraded Forest,3,Colluvial,0.5272,0
29.44788,88.47015,43.09,1897.2,1,Agriculture,1,Laterite,0.3638,0
24.87905,89.19142,15.7,835.8,3,Urban,1,Laterite,0.2897,0
26.01508,89.65787,30.16,962.1,3,Urban,3,Colluvial,0.4698,0
22.78658,90.75123,15.94,223.8,0,Dense Forest,1,Laterite,0.1312,0
26.31136,92.487,31.97,1360.3,3,Urban,0,Granite/Gneiss,0.3919,0
26.05267,92.16798,12.85,1258.0,1,Agriculture,4,Shale,0.4501,0
26.65802,96.48567,37.26,1507.4,1,Agriculture,1,Laterite,0.4248,0
24.01951,88.63751,11.38,557.8,3,Urban,3,Colluvial,0.4274,0
21.82523,93.62323,22.19,397.7,2,Degraded Forest,2,Alluvial,0.3128,0
25.86224,91.55761,39.94,1046.2,2,Degraded Forest,0,Granite/Gneiss,0.4345,0
29.20818,96.53562,28.02,1950.3,0,Dense Forest,3,Colluvial,0.4117,0
22.08718,92.51661,27.56,490.4,2,Degraded Forest,1,Laterite,0.3023,0
23.4081,92.16891,21.22,943.5,1,Agriculture,1,Laterite,0.2346,0
26.15727,91.0743,41.08,1362.4,1,Agriculture,0,Granite/Gneiss,0.3114,0
25.97542,89.65926,39.23,1147.5,0,Dense Forest,0,Granite/Gneiss,0.304,0
25.78639,92.35815,19.51,1176.6,2,Degraded Forest,2,Alluvial,0.4202,0
23.77854,88.43393,16.72,862.5,0,Dense Forest,0,Granite/Gneiss,0.0917,0
24.86224,92.27313,40.52,998.5,0,Dense Forest,1,Laterite,0.4132,0
25.87432,91.12957,21.48,1004.4,0,Dense Forest,4,Shale,0.4556,0
26.76888,94.90067,37.65,1408.5,3,Urban,0,Granite/Gneiss,0.4728,0
26.13394,93.68895,26.33,1403.4,0,Dense Forest,1,Laterite,0.232,0
28.87956,95.31445,35.44,2122.9,2,Degraded Forest,3,Colluvial,0.5075,0
21.54863,96.46068,15.03,123.4,0,Dense Forest,4,Shale,0.2854,0
21.56286,88.03189,32.77,50.0,2,Degraded Forest,0,Granite/Gneiss,0.2178,0
24.43041,95.85631,32.13,403.4,3,Urban,1,Laterite,0.3894,0
22.05718,95.27667,8.66,384.5,0,Dense Forest,1,Laterite,0.1309,0
24.1789,94.2537,26.61,396.1,0,Dense Forest,1,Laterite,0.1892,0
27.99448,88.93985,24.48,1625.3,0,Dense Forest,1,Laterite,0.2269,0
26.74006,89.10214,16.61,1494.5,2,Degraded Forest,1,Laterite,0.2955,0
25.27196,91.20487,30.5,916.1,0,Dense Forest,1,Laterite,0.3771,0
26.84098,95.1598,40.75,1002.5,1,Agriculture,0,Granite/Gneiss,0.2511,0
24.32206,91.95019,38.07,483.0,0,Dense Forest,1,Laterite,0.3232,0
24.89093,94.29645,30.7,679.0,1,Agriculture,3,Colluvial,0.4337,0
25.61341,90.13852,30.48,1000.7,2,Degraded Forest,1,Laterite,0.4022,0
26.12842,89.64361,29.65,1382.2,0,Dense Forest,1,Laterite,0.2705,0
25.72816,88.02027,35.08,1053.7,3,Urban,2,Alluvial,0.5157,0
23.66209,90.79455,13.38,1017.1,4,Barren,0,Granite/Gneiss,0.279,0
23.1124,88.74373,15.62,671.0,0,Dense Forest,3,Colluvial,0.2667,0
28.05548,88.39345,30.13,1634.1,3,Urban,4,Shale,0.5678,1
25.77426,94.84275,26.84,1047.4,1,Agriculture,1,Laterite,0.2484,0
26.73812,88.26121,28.84,1179.0,2,Degraded Forest,1,Laterite,0.3384,0
23.88373,94.0786,17.6,666.2,1,Agriculture,3,Colluvial,0.3811,0
26.67274,90.92406,29.28,1372.3,3,Urban,0,Granite/Gneiss,0.3304,0
24.79162,93.74376,29.03,904.9,1,Agriculture,4,Shale,0.5287,0
24.83897,90.35825,37.67,751.5,3,Urban,0,Granite/Gneiss,0.3937,0
23.52424,88.11188,24.9,349.1,3,Urban,3,Colluvial,0.4212,0
26.77592,94.56417,30.2,1659.6,0,Dense Forest,1,Laterite,0.2329,0
26.86383,92.32247,38.62,1433.7,0,Dense Forest,1,Laterite,0.3551,0
28.7682,96.06187,43.14,1806.4,3,Urban,0,Granite/Gneiss,0.3716,0
26.84351,92.93066,36.39,1403.6,1,Agriculture,3,Colluvial,0.5538,1
25.96936,91.31697,31.57,1325.9,4,Barren,3,Colluvial,0.6583,1
25.3014,93.27431,43.06,861.7,4,Barren,4,Shale,0.6666,1
25.04927,91.72463,29.1,872.7,2,Degraded Forest,1,Laterite,0.3782,0
23.46476,92.40687,17.88,391.6,1,Agriculture,3,Colluvial,0.3739,0
26.23144,93.48228,26.53,1163.1,0,Dense Forest,2,Alluvial,0.253,0
25.36119,93.17393,36.69,833.6,3,Urban,2,Alluvial,0.5569,1
27.40342,95.05803,27.65,1227.0,0,Dense Forest,1,Laterite,0.1813,0
26.36029,95.72381,44.08,869.6,1,Agriculture,2,Alluvial,0.4268,0
21.84873,92.62839,3.0,510.1,1,Agriculture,3,Colluvial,0.306,0
25.93833,95.80682,41.45,1031.7,4,Barren,4,Shale,0.6947,1
26.95489,94.43097,41.83,1424.7,0,Dense Forest,2,Alluvial,0.4066,0
26.36639,93.60059,29.73,1214.2,3,Urban,1,Laterite,0.4396,0
28.15995,88.69984,33.97,1697.9,1,Agriculture,3,Colluvial,0.405,0
26.20315,90.58098,42.49,757.5,0,Dense Forest,4,Shale,0.4745,0
25.89641,88.00013,45.88,995.2,2,Degraded Forest,1,Laterite,0.3443,0
23.03999,92.14618,15.87,678.4,0,Dense Forest,4,Shale,0.3563,0
23.67397,92.52532,27.8,977.8,0,Dense Forest,4,Shale,0.4257,0
24.29765,88.76394,33.33,656.6,3,Urban,1,Laterite,0.354,0
25.05917,89.48583,33.17,851.0,0,Dense Forest,3,Colluvial,0.4096,0
26.31256,89.44646,33.48,1396.1,1,Agriculture,2,Alluvial,0.4563,0
25.24357,94.32649,25.92,1030.4,1,Agriculture,3,Colluvial,0.4324,0
24.20999,96.0936,27.39,715.7,2,Degraded Forest,1,Laterite,0.3641,0
27.26371,90.63585,19.93,1383.9,3,Urban,1,Laterite,0.3391,0
23.9824,91.20243,35.03,544.4,0,Dense Forest,0,Granite/Gneiss,0.2257,0
25.88986,96.05495,17.81,966.6,0,Dense Forest,3,Colluvial,0.3072,0
27.25711,92.80031,29.88,1421.8,0,Dense Forest,4,Shale,0.4776,0
25.10117,92.27818,25.81,973.6,1,Agriculture,2,Alluvial,0.3509,0
25.89256,89.47688,23.48,1162.1,1,Agriculture,0,Granite/Gneiss,0.2761,0
26.2021,93.25048,23.61,1020.9,0,Dense Forest,4,Shale,0.4333,0
27.24502,94.00643,47.82,1659.1,3,Urban,0,Granite/Gneiss,0.4881,0
28.69121,91.08315,56.34,1393.8,4,Barren,4,Shale,0.8086,1
24.56721,96.20149,38.89,896.0,3,Urban,3,Colluvial,0.4632,0
25.30005,91.36616,35.93,847.0,0,Dense Forest,3,Colluvial,0.4922,0
26.69389,91.37087,54.19,1095.4,1,Agriculture,2,Alluvial,0.5266,0
29.38641,93.75133,42.44,1809.5,3,Urban,0,Granite/Gneiss,0.401,0
28.38368,90.6367,37.92,1330.5,1,Agriculture,2,Alluvial,0.3965,0
26.36592,90.70161,33.34,1265.7,3,Urban,1,Laterite,0.4166,0
28.36139,93.46255,52.16,1966.7,3,Urban,2,Alluvial,0.5836,1
23.75619,93.74519,28.15,478.8,0,Dense Forest,2,Alluvial,0.2646,0
24.47334,95.00952,39.97,1239.2,1,Agriculture,3,Colluvial,0.4493,0
27.33644,93.66302,37.41,1241.0,0,Dense Forest,4,Shale,0.4551,0
27.27651,88.26431,24.67,1315.1,0,Dense Forest,1,Laterite,0.1216,0
26.34511,96.39597,27.78,1462.1,3,Urban,3,Colluvial,0.4906,0
26.17694,93.3591,40.74,912.9,4,Barren,4,Shale,0.6685,1
27.20307,94.95221,32.43,1337.9,4,Barren,0,Granite/Gneiss,0.3608,0
24.23705,89.77552,26.03,1059.6,0,Dense Forest,3,Colluvial,0.3058,0
23.64699,90.7308,25.03,347.3,4,Barren,1,Laterite,0.3952,0
26.94963,91.58337,49.9,1444.3,3,Urban,2,Alluvial,0.5503,1
24.34826,92.93247,32.72,843.0,3,Urban,4,Shale,0.5851,1
26.86444,92.4816,40.58,922.5,4,Barren,4,Shale,0.7003,1
24.44843,94.78117,27.32,640.3,1,Agriculture,1,Laterite,0.3275,0
25.85622,88.0472,24.69,1556.4,0,Dense Forest,0,Granite/Gneiss,0.1694,0
