City Name,State,Latitude,Longitude,Elevation (m),Annual Rainfall (mm),Earthquake Frequency,Erosion Index,Mining Activity,Landslide Probability,Flood Probability,Temperature (°C)
Mumbai,Maharashtra,27.57203,79.078965,2038,4258.08,5,6,Yes,0.378,0.273,41.8
Delhi,Delhi,33.920878,78.892658,2252,3223.55,5,0.2,No,0.415,0.653,40.7
Bangalore,Karnataka,9.394174,73.100357,2616,4803.46,1,0.8,No,0.519,0.78,27.8
Hyderabad,Telangana,21.323592,91.884636,2967,3214.07,4,0.6,Yes,0.862,0.994,37.6
Ahmedabad,Gujarat,29.522358,92.047774,2230,4451.38,2,4.6,No,0.017,0.25,31.2
Chennai,Tamil Nadu,12.442809,93.567361,257,1780.81,4,9.3,No,0.823,0.622,39.8
Kolkata,West Bengal,23.445054,88.674722,1019,2219.57,1,4.1,Yes,0.363,0.269,40.9
Pune,Maharashtra,21.298638,74.512869,818,1829.09,5,3.8,No,0.402,0.626,37.1
Jaipur,Rajasthan,36.983509,70.471512,2633,3195.11,4,3,Yes,0.561,0.708,36.2
Surat,Gujarat,11.659128,90.832006,1172,4103.67,4,4.5,No,0.531,0.104,15.5
Lucknow,Uttar Pradesh,30.314852,89.241318,949,4530.75,2,0.4,No,0.19,0.67,41
Kanpur,Uttar Pradesh,26.163202,75.226895,2330,3480.79,3,5.4,No,0.333,0.002,24.6
Nagpur,Maharashtra,30.568323,72.845953,1238,3155.38,1,8.4,No,0.099,0.587,33
Visakhapatnam,Andhra Pradesh,15.244651,68.193028,1166,673.32,1,9.3,No,0.826,0.923,37.6
Bhopal,Madhya Pradesh,21.779123,78.094635,2942,4539.52,5,7.9,No,0.561,0.541,31.7
Patna,Bihar,27.356242,86.286675,2148,1052.8,5,7.8,No,0.426,0.301,19.3
Vadodara,Gujarat,29.524092,76.303192,2122,3924.75,1,2.2,Yes,0.336,0.519,40.8
Ghaziabad,Uttar Pradesh,24.168999,81.383373,1097,2608.65,1,4,No,0.274,0.637,38.9
Ludhiana,Punjab,14.702409,92.627486,1183,2084.14,2,8.7,Yes,0.738,0.812,32.6
Agra,Uttar Pradesh,14.678437,82.561585,1682,1292.07,5,5.8,No,0.594,0.201,22.2
Nashik,Maharashtra,32.554061,73.752545,2722,3941.83,3,9.9,No,0.383,0.119,24.6
Faridabad,Haryana,11.814094,73.867963,2874,3986.97,3,4.2,No,0.003,0.504,17.1
Meerut,Uttar Pradesh,29.482718,91.482959,568,1382.69,2,3.2,Yes,0.085,0.347,24.8
Rajkot,Gujarat,10.758649,69.330252,570,781.63,5,0.6,Yes,0.297,0.951,23.7
Kalyan,Maharashtra,17.235657,96.477286,2466,3747.32,5,7.3,Yes,0.137,0.113,23.2
Vasai-Virar,Maharashtra,25.767147,91.679576,2234,4584.19,2,6,No,0.666,0.168,31.2
Varanasi,Uttar Pradesh,8.067885,76.739521,1732,2413.99,1,4.6,Yes,0.598,0.549,22
Srinagar,Jammu & Kashmir,18.007891,76.69037,1583,3251.12,2,2.8,No,0.811,0.407,39.1
Aurangabad,Maharashtra,29.408367,87.445466,2466,3337.31,4,7.8,No,0.849,0.29,28.4
Dhanbad,Jharkhand,27.767451,74.731333,418,3260.45,3,1.3,No,0.374,0.542,44.6
Mumbai,Maharashtra,9.604561,85.654084,2207,3416.65,4,3.6,No,0.96,0.112,42.6
Delhi,Delhi,29.848547,73.617671,533,4802.75,5,7,Yes,0.62,0.467,26.6
Bangalore,Karnataka,13.006123,83.179831,1126,1600.45,2,3.2,Yes,0.594,0.068,38.7
Hyderabad,Telangana,17.588264,86.867974,2206,2358.3,4,7.8,Yes,0.849,0.274,24.9
Ahmedabad,Gujarat,26.628165,76.083451,1332,1251.06,2,3.9,No,0.378,0.043,33.1
Chennai,Tamil Nadu,18.297505,83.005773,2974,3206.14,5,1.3,Yes,0.814,0.592,37.5
Kolkata,West Bengal,8.373393,76.849139,2684,3073.73,2,8.5,No,0.846,0.948,44.9
Pune,Maharashtra,33.777818,87.417903,1948,3610.14,5,4.7,Yes,0.967,0.518,42
Jaipur,Rajasthan,33.867135,73.400828,1678,799.58,4,5.2,Yes,0.97,0.8,44.1
Surat,Gujarat,20.246097,76.9317,1370,2642.45,5,7,Yes,0.83,0.583,18.5
Lucknow,Uttar Pradesh,15.721679,79.511346,191,1177.18,3,8.6,No,0.007,0.322,31
Kanpur,Uttar Pradesh,36.449029,77.559446,962,2358.56,5,7.9,No,0.698,0.357,14.6
Nagpur,Maharashtra,12.978355,69.245804,2535,1817.56,4,3.2,No,0.04,0.586,31.8
Visakhapatnam,Andhra Pradesh,33.833517,87.98099,1230,3652.79,1,3.5,No,0.33,0.325,17.1
Bhopal,Madhya Pradesh,32.837657,72.164399,749,1233.31,1,10,Yes,0.874,0.138,22.6
Patna,Bihar,13.937976,92.930641,2519,1872.9,4,0.5,Yes,0.618,0.868,14.1
Vadodara,Gujarat,20.034143,96.003042,2997,834.9,2,0.3,Yes,0.731,0.582,36.8
Ghaziabad,Uttar Pradesh,22.740274,90.785723,212,1443.66,2,9,No,0.163,0.113,35.1
Ludhiana,Punjab,28.749816,73.48006,2873,4961.7,4,9.7,Yes,0.232,0.248,18.7
Agra,Uttar Pradesh,10.237026,90.936215,1060,3536.41,5,9.5,No,0.046,0.541,40.9
Nashik,Maharashtra,17.687748,76.391106,1201,775.84,3,6,Yes,0.603,0.751,10.3
Faridabad,Haryana,19.417944,95.032393,946,1739.84,3,0.4,No,0.085,0.412,18.5
Meerut,Uttar Pradesh,23.800036,93.20511,2412,805.03,5,7.5,No,0.682,0.75,11.5
Rajkot,Gujarat,10.073054,76.461079,2989,1833.04,4,8.6,Yes,0.132,0.956,27.6
Kalyan,Maharashtra,18.188365,76.528151,941,1992.03,5,4.8,Yes,0.153,0.043,15.9
Vasai-Virar,Maharashtra,29.169135,76.872442,1562,994.2,3,6.4,No,0.624,0.162,35.5
Varanasi,Uttar Pradesh,11.016545,84.230288,1683,3167,4,6.6,No,0.52,0.759,42.8
Srinagar,Jammu & Kashmir,32.754065,84.45317,1132,2116.14,4,5.3,Yes,0.417,0.786,26.5
Aurangabad,Maharashtra,36.870701,68.971179,120,981.25,2,8.3,No,0.069,0.155,26.5
Dhanbad,Jharkhand,27.791945,86.878243,2253,820.65,2,7.5,Yes,0.576,0.029,40.9
Mumbai,Maharashtra,32.910274,94.614649,1770,1758.59,3,3.7,No,0.127,0.453,42.8
Delhi,Delhi,16.509573,81.110349,2639,3755.95,4,6.8,No,0.449,0.046,36.4
Bangalore,Karnataka,21.591195,91.406194,700,4368,1,6.9,No,0.398,0.781,14.6
Hyderabad,Telangana,10.501956,93.085652,1719,4195.94,4,9.7,Yes,0.088,0.039,31.8
Ahmedabad,Gujarat,14.49503,83.504382,1578,2143.55,1,3.1,Yes,0.225,0.713,35.3
Chennai,Tamil Nadu,31.330421,91.117739,974,4139.37,3,0.8,No,0.947,0.116,34.8
Kolkata,West Bengal,11.248284,79.772397,2673,3262.48,4,0.8,No,0.524,0.759,13.3
Pune,Maharashtra,34.96361,70.570132,367,2004.34,5,8.5,No,0.353,0.278,29.5
Jaipur,Rajasthan,25.685251,93.884359,149,2225.08,4,3,No,0.695,0.149,33.4
Surat,Gujarat,16.443512,94.153792,1112,1735.08,3,1.2,Yes,0.001,0.932,16.5
Lucknow,Uttar Pradesh,26.252221,90.86228,2708,3206.08,5,8.6,Yes,0.654,0.723,21.3
Kanpur,Uttar Pradesh,23.168316,88.638447,992,2025.81,2,0.3,No,0.869,0.423,26
Nagpur,Maharashtra,31.032202,91.646377,64,4064.32,1,2.3,Yes,0.303,0.362,37.3
Visakhapatnam,Andhra Pradesh,13.904514,88.082197,2628,4481.55,4,3.3,Yes,0.443,0.373,10.1
Bhopal,Madhya Pradesh,22.187673,81.148608,66,656.35,4,5.6,Yes,0.256,0.308,24.4
Patna,Bihar,28.855231,93.702815,2757,1486.97,2,2.5,Yes,0.215,0.799,33.1
Vadodara,Gujarat,26.370282,85.472587,779,4212.97,3,2.6,No,0.325,0.811,40.8
Ghaziabad,Uttar Pradesh,15.286496,71.013906,2451,595.1,1,3.5,No,0.748,0.613,11
Ludhiana,Punjab,28.465528,84.799803,1590,1998.4,1,0,Yes,0.916,0.041,44.3
Agra,Uttar Pradesh,10.482453,74.324503,2304,2780.21,4,0.2,Yes,0.585,0.023,26.1
Nashik,Maharashtra,29.970848,71.451184,33,3895.72,1,6.9,Yes,0.731,0.975,36.5
Faridabad,Haryana,27.851398,77.341565,1930,2980.35,4,1.6,No,0.092,0.055,23.9
Meerut,Uttar Pradesh,10.211344,70.953999,118,4920.42,1,5.6,Yes,0.715,0.195,33
Rajkot,Gujarat,27.639428,70.812156,879,1919.96,3,2.5,No,0.691,0.454,23.1
Kalyan,Maharashtra,19.856249,68.993092,209,3092.56,4,0.7,Yes,0.958,0.266,42.4
Vasai-Virar,Maharashtra,29.095836,81.057343,966,1217.4,2,2.7,No,0.139,0.393,15
Varanasi,Uttar Pradesh,20.597636,70.46864,1911,1980.53,2,0.5,No,0.143,0.79,30.7
Srinagar,Jammu & Kashmir,14.445848,72.979352,1715,3887.17,2,3.9,Yes,0.23,0.542,27.9
Aurangabad,Maharashtra,18.895316,94.383562,326,3806.29,1,5.2,No,0.823,0.024,19.5
Dhanbad,Jharkhand,17.133554,68.555979,2006,1551.23,2,8.6,No,0.873,0.228,24
Mumbai,Maharashtra,21.938098,72.801935,1200,4202.37,4,7.3,Yes,0.92,0.984,35.2
Delhi,Delhi,20.458778,86.373155,2515,4162.21,4,6.7,No,0.495,0.848,34.2
Bangalore,Karnataka,23.165711,75.710556,1984,2612.75,3,6.5,Yes,0.716,0.903,39.7
Hyderabad,Telangana,19.870388,93.334564,319,675.26,5,3.9,Yes,0.881,0.407,32.6
Ahmedabad,Gujarat,33.263901,87.777562,2366,2886.36,3,6,Yes,0.45,0.284,23.8
Chennai,Tamil Nadu,14.705346,74.829038,1171,4463.43,3,3.3,No,0.982,0.721,15
Kolkata,West Bengal,32.991113,70.601389,1486,1083.58,5,8.5,Yes,0.407,0.59,25.9
Pune,Maharashtra,36.350312,82.177842,1106,1036.26,3,3.1,Yes,0.769,0.719,31.3
Jaipur,Rajasthan,21.152165,69.060945,2034,1512.59,5,0.4,No,0.404,0.841,12.4
Surat,Gujarat,36.963202,70.695715,985,549.31,5,4.9,Yes,0.484,0.319,32.3
Lucknow,Uttar Pradesh,32.513058,81.459624,100,1243.47,2,3.8,Yes,0.726,0.808,36.7
Kanpur,Uttar Pradesh,32.348585,84.511663,260,2134.08,2,6.1,Yes,0.799,0.001,28
Nagpur,Maharashtra,22.679866,73.496292,2096,1911.25,1,5.2,No,0.14,0.012,33.2
Visakhapatnam,Andhra Pradesh,14.504447,84.272719,1437,2831.6,3,2.3,Yes,0.747,0.323,38
Bhopal,Madhya Pradesh,36.092908,75.477973,1363,1076.74,3,9.2,No,0.169,0.379,29.5
Patna,Bihar,12.380101,76.4483,1852,512.23,5,1.3,No,0.371,0.891,22.1
Vadodara,Gujarat,26.197641,73.477604,2195,2123.94,4,6,Yes,0.016,0.437,42.7
Ghaziabad,Uttar Pradesh,30.20252,79.774946,2452,3951.21,5,9.1,Yes,0.158,0.414,37.4
Ludhiana,Punjab,10.994518,82.69537,624,2547.36,5,6.8,No,0.24,0.712,41.8
Agra,Uttar Pradesh,14.92047,73.11446,1621,1310.54,5,6.9,Yes,0.186,0.47,43.3
Nashik,Maharashtra,15.230205,70.855032,1255,4117.71,2,10,No,0.76,0.523,16.4
Faridabad,Haryana,22.181567,84.189684,1123,2179.93,2,8.2,Yes,0.378,0.193,37
Meerut,Uttar Pradesh,35.769108,95.291844,269,4347.33,3,0.7,Yes,0.437,0.943,43.8
Rajkot,Gujarat,9.492145,78.470281,2669,2789.05,3,2.1,Yes,0.217,0.808,31.9
Kalyan,Maharashtra,36.028148,94.142633,2038,3570.01,2,1,Yes,0.947,0.143,41.6
Vasai-Virar,Maharashtra,14.148434,96.255411,2286,2009.44,4,3.6,No,0.797,0.635,20.9
Varanasi,Uttar Pradesh,17.854183,82.283285,1727,1258.39,5,6.8,No,0.394,0.514,13.3
Srinagar,Jammu & Kashmir,34.426173,85.077307,2925,2790.92,5,4.8,No,0.097,0.68,29.2
Aurangabad,Maharashtra,26.975009,83.103443,904,2871.49,2,7.9,No,0.611,0.365,39
Dhanbad,Jharkhand,31.052592,73.523358,1379,3438.71,5,1.1,Yes,0.248,0.918,45
Mumbai,Maharashtra,16.866741,96.385337,1867,1581.59,1,5.2,No,0.647,0.355,18.1
Delhi,Delhi,11.224202,72.23439,2870,882.33,4,1.5,Yes,0.166,0.102,43.6
Bangalore,Karnataka,23.096703,91.650574,2807,4562.31,1,5.5,Yes,0.212,0.009,24
Hyderabad,Telangana,12.218121,84.94152,1078,2417.14,3,5.6,No,0.457,0.38,12.7
Ahmedabad,Gujarat,21.542807,88.298941,636,3453.03,1,1.9,No,0.149,0.128,23.6
Chennai,Tamil Nadu,32.504784,94.921652,1056,3921.3,5,5.8,Yes,0.049,0.242,30.1
Kolkata,West Bengal,15.214897,93.499523,864,4214.09,4,0.4,Yes,0.508,0.116,26.6
Pune,Maharashtra,35.751607,82.663513,2864,3006.05,5,7.4,No,0.799,0.713,28.4
Jaipur,Rajasthan,11.089057,84.060641,2755,2137.53,1,3.2,No,0.31,0.584,37.7
Surat,Gujarat,27.747127,80.19281,477,3617.6,3,6.6,No,0.766,0.705,43.1
Lucknow,Uttar Pradesh,32.689981,77.754293,2596,1701.53,2,0.4,Yes,0.418,0.249,40
Kanpur,Uttar Pradesh,14.714183,74.13459,883,2162.13,1,3.7,No,0.481,0.246,37.9
Nagpur,Maharashtra,11.212494,72.05664,451,3151.02,5,0.8,Yes,0.643,0.702,35.9
Visakhapatnam,Andhra Pradesh,8.702245,80.527367,1063,1575.75,5,9.7,Yes,0.617,0.925,29.1
Bhopal,Madhya Pradesh,36.533901,75.564928,198,3397.93,4,7.9,Yes,0.492,0.547,25.3
Patna,Bihar,29.994086,90.821455,956,2243.42,4,2.2,No,0.726,0.244,41.9
Vadodara,Gujarat,10.411904,79.418963,2550,1575.82,2,8,Yes,0.879,0.069,10.8
Ghaziabad,Uttar Pradesh,32.288882,78.123,784,1953.85,5,7.7,Yes,0.749,0.527,10.2
Ludhiana,Punjab,18.597749,75.999514,777,2896.73,4,7.3,No,0.958,0.679,35.7
Agra,Uttar Pradesh,27.53042,90.295606,1855,3667.94,1,7.5,Yes,0.7,0.816,24.4
Nashik,Maharashtra,23.212661,79.268662,2807,3503.82,5,4.4,Yes,0.417,0.118,13.7
Faridabad,Haryana,24.767605,74.307729,1908,3615.59,2,6.4,No,0.713,0.384,24.6
Meerut,Uttar Pradesh,32.074793,92.054811,461,1892.78,3,3.2,No,0.005,0.379,31.4
Rajkot,Gujarat,18.934602,71.175826,685,2415.84,3,5.2,Yes,0.818,0.417,17.6
Kalyan,Maharashtra,11.461665,81.660345,2159,3208.16,4,1.3,Yes,0.076,0.059,35
Vasai-Virar,Maharashtra,8.2393,70.080734,2018,3389.55,5,4.2,No,0.813,0.209,26.9
Varanasi,Uttar Pradesh,33.919581,73.554078,689,4947.01,4,7.8,No,0.693,0.291,10.6
Srinagar,Jammu & Kashmir,27.433658,80.327153,1097,2569.79,5,2.3,Yes,0.142,0.116,28.4
Aurangabad,Maharashtra,32.439092,84.882327,2609,4618.91,2,6.4,No,0.131,0.317,21.5
Dhanbad,Jharkhand,29.866072,68.514744,2887,3031.11,3,2.1,Yes,0.915,0.954,39.2
Mumbai,Maharashtra,28.597923,75.642381,1544,1374.12,5,3,No,0.722,0.911,39.4
Delhi,Delhi,15.68691,88.754346,2705,4960.07,1,9.4,No,0.754,0.833,34.9
Bangalore,Karnataka,12.074268,90.745815,904,1704.26,1,8.8,Yes,0.425,0.866,38
Hyderabad,Telangana,24.722472,79.4973,2708,1988.22,4,0.9,Yes,0.591,0.693,34.6
Ahmedabad,Gujarat,25.602132,85.541657,1471,3639.41,3,0.5,Yes,0.09,0.185,15
Chennai,Tamil Nadu,28.211588,78.68681,1274,873.27,5,8.3,No,0.084,0.73,26.9
Kolkata,West Bengal,29.323648,94.980926,596,2817.08,3,6.2,Yes,0.255,0.056,44.5
Pune,Maharashtra,25.458446,91.781605,1241,515.8,1,4.1,No,0.676,0.801,38.1
Jaipur,Rajasthan,29.039592,80.164036,2469,2045.72,3,0.5,Yes,0.103,0.165,12
Surat,Gujarat,32.074195,70.931816,1562,3607.59,3,8.7,No,0.594,0.015,25.1
Lucknow,Uttar Pradesh,36.019525,89.040237,2618,4556.91,1,7.3,Yes,0.769,0.056,37.8
Kanpur,Uttar Pradesh,28.756035,69.751817,1947,1784.16,3,1.2,No,0.298,0.982,22.8
Nagpur,Maharashtra,28.134177,89.624846,375,3662.91,4,1.5,Yes,0.719,0.768,23.3
Visakhapatnam,Andhra Pradesh,8.411138,87.126636,2487,4587.17,1,5.5,No,0.872,0.258,34.3
Bhopal,Madhya Pradesh,31.947385,91.129375,2023,2505.45,5,5.9,No,0.376,0.629,18.2
Patna,Bihar,27.654331,84.337959,421,3523.44,1,8.3,No,0.901,0.57,29.3
Vadodara,Gujarat,26.204102,80.185735,443,2861.21,4,2.2,Yes,0.603,0.801,19.4
Ghaziabad,Uttar Pradesh,36.125762,77.433011,2082,1570.58,5,4.5,No,0.039,0.995,28
Ludhiana,Punjab,27.644352,73.275278,1443,4476.72,1,8.3,Yes,0.041,0.807,18.8
Agra,Uttar Pradesh,19.741086,71.693032,1437,1540,3,6.3,No,0.049,0.832,23.9
Nashik,Maharashtra,25.554404,80.449696,2251,1922.37,3,8.7,No,0.804,0.257,41.4
Faridabad,Haryana,30.64466,80.970292,2467,3421.06,4,4.8,No,0.157,0.899,17.3
Meerut,Uttar Pradesh,17.869993,86.859713,239,4329.12,1,0.6,Yes,0.106,0.102,39.9
Rajkot,Gujarat,13.613894,86.839388,2041,2560.59,2,8.7,No,0.124,0.972,29.9
Kalyan,Maharashtra,33.02365,85.276841,104,511.32,5,4.6,Yes,0.236,0.693,26.6
Vasai-Virar,Maharashtra,17.943233,69.539508,2607,2384.67,5,8.7,No,0.827,0.995,21.1
Varanasi,Uttar Pradesh,16.374578,93.447325,1421,1911.72,4,2.9,Yes,0.312,0.57,40.4
Srinagar,Jammu & Kashmir,18.458268,94.79935,200,2958.74,4,1.7,Yes,0.541,0.745,14.5
Aurangabad,Maharashtra,19.142706,73.092421,2965,1960.79,3,0.1,No,0.456,0.074,33.7
Dhanbad,Jharkhand,8.441279,96.049412,909,4115.21,1,5.3,No,0.325,0.801,24.4
Mumbai,Maharashtra,26.931934,83.242833,1972,3737.81,5,0.1,No,0.388,0.907,42.8
Delhi,Delhi,20.229537,89.414647,924,4943.46,4,3.6,No,0.119,0.588,42.3
Bangalore,Karnataka,21.059042,76.151087,354,1027.1,3,6.8,Yes,0.603,0.344,19.4
Hyderabad,Telangana,21.759269,87.415172,1192,530.23,4,6,Yes,0.232,0.204,22.4
Ahmedabad,Gujarat,9.398734,80.070969,1896,3039.97,2,2,No,0.27,0.756,19
Chennai,Tamil Nadu,26.913826,96.254388,1115,2914.18,1,8.9,No,0.309,0.646,13.2
Kolkata,West Bengal,15.543681,87.434446,2031,4152.12,5,0.1,No,0.606,0.756,13
Pune,Maharashtra,16.621864,93.33328,1251,4379.03,1,2.8,Yes,0.143,0.329,31.4
Jaipur,Rajasthan,20.652643,89.481024,367,4991.11,4,5.8,No,0.788,0.86,35.2
Surat,Gujarat,26.95993,71.698841,1775,3228.57,4,7.8,No,0.826,0.991,22.1
Lucknow,Uttar Pradesh,23.400587,68.970756,2133,1704.24,1,4.4,No,0.211,0.104,42.4
Kanpur,Uttar Pradesh,8.607701,84.787941,1561,3949.99,5,1.2,Yes,0.557,0.061,11.4
Nagpur,Maharashtra,8.183909,78.290402,657,4792.42,5,3.2,No,0.715,0.225,28.8
Visakhapatnam,Andhra Pradesh,21.839548,73.887578,1993,4101.21,5,6.2,No,0.905,0.895,44.1
Bhopal,Madhya Pradesh,34.267244,89.281079,2140,1914.77,5,7.1,No,0.817,0.643,17.5
Patna,Bihar,26.207274,73.482316,1028,739.76,3,6.2,No,0.962,0.836,13.8
Vadodara,Gujarat,19.745531,68.700488,809,3525.59,1,9.3,No,0.675,0.218,34
Ghaziabad,Uttar Pradesh,19.609306,68.075738,1401,2174.29,4,9.7,Yes,0.941,0.508,25.7
Ludhiana,Punjab,8.453059,91.014185,1910,1424.06,1,3.3,Yes,0.666,0.479,28.8
Agra,Uttar Pradesh,10.165246,82.460402,1226,3917.55,5,3.3,No,0.225,0.747,42.1
Nashik,Maharashtra,32.362335,75.147454,1044,4016.28,3,3.2,No,0.724,0.148,29.2
Faridabad,Haryana,20.125236,81.012306,2047,2439.17,2,0.7,No,0.307,0.967,40.4
Meerut,Uttar Pradesh,14.632806,83.80499,2897,1910.21,4,1.1,Yes,0.387,0.398,25.5
Rajkot,Gujarat,25.033386,91.927292,2977,3966.41,4,0.6,Yes,0.328,0.064,14.6
Kalyan,Maharashtra,22.128635,82.17709,2778,909.13,5,3.5,Yes,0.388,0.583,36.7
Vasai-Virar,Maharashtra,33.199386,77.647862,1967,2766.2,3,6.6,No,0.628,0.161,19.7
Varanasi,Uttar Pradesh,17.940879,84.420379,1346,666.09,4,1.7,No,0.712,0.685,11.3
Srinagar,Jammu & Kashmir,31.608896,77.514636,2941,3636.16,3,5.9,No,0.45,0.096,12.9
Aurangabad,Maharashtra,10.603342,74.2942,1573,3405.35,1,5.1,No,0.51,0.355,22.5
Dhanbad,Jharkhand,18.9617,74.895294,1182,4668.66,1,7.1,No,0.603,0.249,24.3
Mumbai,Maharashtra,25.121518,93.382075,352,4574.5,2,6.4,No,0.796,0.305,32.6
Delhi,Delhi,28.669088,83.696163,52,4214.55,1,7.4,Yes,0.249,0.995,22.3
Bangalore,Karnataka,23.240446,95.166119,951,1857.48,3,7.9,No,0.522,0.365,28.5
Hyderabad,Telangana,14.917955,75.308726,521,3119.41,2,1.7,Yes,0.713,0.297,15.5
Ahmedabad,Gujarat,30.11248,77.40137,1686,985.52,1,9.6,Yes,0.349,0.646,21.9
Chennai,Tamil Nadu,26.739697,73.934647,221,4742.77,1,9.8,No,0.599,0.985,23.9
Kolkata,West Bengal,28.938642,74.053936,1382,2418.06,4,7.9,Yes,0.789,0.544,13.1
Pune,Maharashtra,20.953096,89.914358,1594,2127.81,4,9.6,Yes,0.499,0.024,38.5
Jaipur,Rajasthan,15.820916,88.777926,958,3819.05,1,7.4,Yes,0.69,0.849,21.9
Surat,Gujarat,20.522567,81.759674,1505,1911.02,3,8.5,Yes,0.653,0.915,15.5
Lucknow,Uttar Pradesh,12.716057,95.108415,600,4687.37,3,6.8,Yes,0.793,0.563,28.2
Kanpur,Uttar Pradesh,8.058156,87.055007,2605,4583.08,5,4.9,No,0.994,0.616,30.6
Nagpur,Maharashtra,36.437902,88.809888,1803,2872,3,8.4,Yes,0.494,0.168,31.7
Visakhapatnam,Andhra Pradesh,33.612957,70.279236,2526,3645.82,2,5.2,Yes,0.27,0.496,21.6
Bhopal,Madhya Pradesh,25.958034,87.4913,2643,4889.95,2,2,No,0.713,0.808,13.3
Patna,Bihar,11.646446,85.543308,1339,4320.88,5,6.1,No,0.304,0.302,43.2
Vadodara,Gujarat,24.530129,79.757041,1176,3738.21,5,7.3,No,0.044,0.502,35.5
Ghaziabad,Uttar Pradesh,27.153185,82.488857,583,4300.54,4,3.9,Yes,0.147,0.251,23.9
Ludhiana,Punjab,21.05836,94.815751,1055,962.03,4,2.4,No,0.349,0.582,39.7
Agra,Uttar Pradesh,17.534048,77.327708,910,1788.42,1,6.8,No,0.921,0.558,12.6
Nashik,Maharashtra,33.318128,71.516088,1331,4655.8,1,2.7,No,0.402,0.852,44.3
Faridabad,Haryana,34.804941,91.981547,2974,2713.19,1,6.4,Yes,0.001,0.501,22.5
Meerut,Uttar Pradesh,29.293361,92.772988,1203,3258.31,2,3.2,Yes,0.731,0.845,24.6
Rajkot,Gujarat,8.906947,81.047412,1483,2223.91,3,7.3,No,0.364,0.046,29.8
Kalyan,Maharashtra,34.5687,83.848943,698,3785.34,1,2.6,No,0.83,0.331,17.3
Vasai-Virar,Maharashtra,10.361157,87.517687,564,2566.45,3,0.5,Yes,0.467,0.327,14.7
Varanasi,Uttar Pradesh,15.577275,92.586009,1286,2339.8,4,0.4,No,0.163,0.053,13.8
Srinagar,Jammu & Kashmir,8.58408,90.897175,541,2226.43,5,5,No,0.106,0.087,36
Aurangabad,Maharashtra,12.246788,94.817367,2932,1783.55,4,4.6,No,0.477,0.926,23.1
Dhanbad,Jharkhand,18.64818,68.619645,2956,4083.55,5,2.7,Yes,0.015,0.807,10.5
Mumbai,Maharashtra,30.263613,93.01174,19,4672.44,5,0.6,No,0.395,0.675,15.5
Delhi,Delhi,20.188365,86.403121,1276,3515.85,1,6,No,0.09,0.488,44.6
Bangalore,Karnataka,29.572486,91.141979,2793,3567.86,2,4.5,No,0.701,0.57,31
Hyderabad,Telangana,31.864334,77.98969,773,1548.03,4,3.2,No,0.729,0.895,15.9
Ahmedabad,Gujarat,32.708399,93.307358,278,4741.41,5,3.9,No,0.075,0.642,39.2
Chennai,Tamil Nadu,23.596404,72.991974,228,1111.82,3,3,No,0.191,0.926,30.1
Kolkata,West Bengal,15.49452,69.687055,1945,4215.46,1,8.6,No,0.386,0.359,16.7
Pune,Maharashtra,27.461043,85.227453,64,2256.6,3,7.3,No,0.392,0.437,11.3
Jaipur,Rajasthan,24.089287,76.692256,1053,2187.8,3,1.1,No,0.828,0.565,21.2
Surat,Gujarat,29.232256,96.966082,1765,3491.28,4,9.8,No,0.331,0.768,32.5
Lucknow,Uttar Pradesh,9.865965,92.297984,752,1798.86,1,5.2,Yes,0.614,0.641,36.7
Kanpur,Uttar Pradesh,27.871093,77.067717,2915,1088.82,3,3.7,Yes,0.516,0.188,35.2
Nagpur,Maharashtra,26.950338,95.057477,1087,3743.53,3,0.8,No,0.489,0.512,36.7
Visakhapatnam,Andhra Pradesh,26.439938,82.686257,626,1271.53,4,8.7,No,0.102,0.283,28.4
Bhopal,Madhya Pradesh,33.09412,83.654484,2107,3575.34,4,8,No,0.474,0.869,13.7
Patna,Bihar,25.370229,90.737699,1626,4798.63,1,8.2,Yes,0.834,0.137,10.3
Vadodara,Gujarat,17.858869,71.153037,1020,2045.72,2,3.6,Yes,0.831,0.31,34.3
Ghaziabad,Uttar Pradesh,22.022003,71.053165,2844,1626.62,1,8.7,No,0.78,0.283,37.2
Ludhiana,Punjab,35.418848,83.437597,980,1846.72,3,6.7,Yes,0.597,0.618,37.6
Agra,Uttar Pradesh,28.428002,75.546704,2133,3602.33,3,3.6,No,0.597,0.264,13.2
Nashik,Maharashtra,31.550767,85.690381,1351,4687.15,3,2.6,Yes,0.131,0.071,38.6
Faridabad,Haryana,34.407857,82.659125,978,975.1,2,7.2,No,0.075,0.643,29.2
Meerut,Uttar Pradesh,21.159978,96.333429,428,3910.51,3,8.1,Yes,0.658,0.541,32.5
Rajkot,Gujarat,19.552729,78.493043,979,2638.81,2,1.6,No,0.801,0.579,14.7
Kalyan,Maharashtra,36.846963,70.814193,2758,2216.24,4,6.1,No,0.079,0.877,34.2
Vasai-Virar,Maharashtra,27.479796,87.364676,1854,3180.71,1,2.6,Yes,0.259,0.602,15.5
Varanasi,Uttar Pradesh,18.056336,78.678168,2370,4712.45,5,6.3,No,0.364,0.061,42.2
Srinagar,Jammu & Kashmir,21.353908,86.091779,300,1001.82,2,2.9,Yes,0.209,0.076,25
Aurangabad,Maharashtra,21.31108,76.259151,1641,2553.8,5,4.5,No,0.343,0.522,29.2
